Ticker,Event_Target_Date,Event_Actual_Date,Volatility_90d_Annualized,CAR_minus5_to_plus5
HUMI.JK,2024-04-06,2024-04-16,1.4128749324322232,-0.1010641692697066
IBST.JK,2024-04-25,2024-04-25,0.26882029960364623,0.03939062803082023
IFII.JK,2024-03-18,2024-03-18,0.43744637916094625,0.07127862291787032
IFSH.JK,2024-02-28,2024-02-28,0.42398772812648033,-0.0768648953752549
IIKP.JK,2024-04-26,2024-04-26,0.0,0.0
IKPM.JK,2024-05-17,2024-05-17,0.7893984056942288,-0.10275900046985556
IMPC.JK,2024-03-28,2024-03-28,0.2356219367570348,-0.01633786566789991
INCF.JK,2024-04-02,2024-04-02,0.0,-0.9751345058398327
INCO.JK,2024-06-03,2024-06-03,0.47414235374028646,-0.15522151928472783
INDR.JK,2024-03-01,2024-03-01,0.39662435818014374,-0.10495795922048431
INOV.JK,2024-03-29,2024-04-01,0.4400890532364711,0.07608412469727055
INPS.JK,2024-04-08,2024-04-16,0.4086224331003004,0.03332020773583185
IPCC.JK,2024-03-27,2024-03-27,0.14627966225040018,0.006719888168571782
IPCM.JK,2024-03-28,2024-03-28,0.09406443045696918,-0.007979605208267333
IPPE.JK,2024-04-19,2024-04-19,0.5116606120586696,-0.7533661173518857
IPTV.JK,2024-04-01,2024-04-01,0.18152938531684953,0.0017097144005517604
ISAP.JK,2024-03-15,2024-03-15,1.055231079788076,-0.0717989417989417
ISAT.JK,2024-02-23,2024-02-23,0.2667861514293882,0.1502242541330686
JARR.JK,2024-03-26,2024-03-26,0.9510434796403722,-0.40870917864606976
JAWA.JK,2024-06-14,2024-06-14,1.0117564819289206,0.07967391601588321
JSMR.JK,2024-03-04,2024-03-04,0.31752126919896195,0.026343733886710182
JTPE.JK,2024-03-28,2024-03-28,0.44380461283500827,-0.04840198137052371
KARW.JK,2024-04-02,2024-04-02,0.7104045569909065,-0.2354501378315455
KBLM.JK,2024-03-28,2024-03-28,0.2323308007073605,0.023135246704520697
KEEN.JK,2024-03-26,2024-03-26,0.32697778058314264,-0.08119420987876128
